resolution,time,axisTau,cycle,field,norm2,Linf,rho,z,classification,local_h,owner_levels,distance_axis_over_h,distance_outer_over_h,distance_same_level_over_h,distance_coarse_fine_over_h
n256,8.236491606906524,6.711416403065887,1748,Z,6.778974611267393e-05,0.0002711397384935938,2.125,0.0,same_level_seam,0.0625,7,34.0,2014.0,0.0,30.0
n256,8.258198702984808,6.717028162172422,1752,C,0.0005053892093671349,0.002187465997066283,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.258198702984808,6.717028162172422,1752,H,0.00014680094334130678,0.0021339233163433606,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.258198702984808,6.717028162172422,1752,M,5.99128955470824e-05,0.00047979206335036856,0.0,-4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.258198702984808,6.717028162172422,1752,Z,6.81269337441426e-05,0.00027047347984922575,2.125,0.0,same_level_seam,0.0625,7,34.0,2014.0,0.0,30.0
n256,8.279908769013135,6.722590719357141,1756,C,0.0005071477267712265,0.0022326468225034334,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.279908769013135,6.722590719357141,1756,H,0.00014708264504313144,0.0021785722657650247,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.279908769013135,6.722590719357141,1756,M,6.0021503253235336e-05,0.0004878869737751286,0.0,-4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.279908769013135,6.722590719357141,1756,Z,6.846583338415818e-05,0.0002702228223616726,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.301621817633242,6.728104602941174,1760,C,0.0005089133926165158,0.0022576387081465507,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.301621817633242,6.728104602941174,1760,H,0.00014736242644353462,0.0022033069072009952,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.301621817633242,6.728104602941174,1760,M,6.013237289820841e-05,0.0004920605424453561,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.301621817633242,6.728104602941174,1760,Z,6.880645583884716e-05,0.0002708986634144348,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.323337861372325,6.733570344245847,1764,C,0.0005106863344225104,0.0022626302537727245,0.0,-4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.323337861372325,6.733570344245847,1764,H,0.00014764044811684456,0.002208323424797966,0.0,-4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.323337861372325,6.733570344245847,1764,M,6.024542496713215e-05,0.0004923238805349401,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.323337861372325,6.733570344245847,1764,Z,6.914881190130713e-05,0.000271460602318363,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.345056912647863,6.738988477648727,1768,C,0.0005124667595695099,0.002248030745667191,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.345056912647863,6.738988477648727,1768,H,0.00014791699090477392,0.0021940318292894487,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.345056912647863,6.738988477648727,1768,M,6.036053948666303e-05,0.000488731332465816,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.345056912647863,6.738988477648727,1768,Z,6.949291234767423e-05,0.0002719105369455189,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.36677898377079,6.744359540636379,1772,C,0.0005142549579209446,0.002214455132424116,0.0,-4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.36677898377079,6.744359540636379,1772,H,0.00014819245223321337,0.0021610413878236055,0.0,-4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.36677898377079,6.744359540636379,1772,M,6.047756227226744e-05,0.000481378286078888,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.36677898377079,6.744359540636379,1772,Z,6.983876795080227e-05,0.00027225041193820526,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.388504086947187,6.749684073853351,1776,C,0.0005160513022044657,0.002162707319326563,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.388504086947187,6.749684073853351,1776,H,0.0001484673389300343,0.002110144178095916,0.0,4.75,axis,0.125,6,0.0,986.0,17.08800749063506,6.0
n256,8.388504086947187,6.749684073853351,1776,M,6.0596312423585165e-05,0.00048786900598865314,0.0,4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.388504086947187,6.749684073853351,1776,Z,7.018638949991223e-05,0.000272482215687724,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.410232234278809,6.75496262114676,1780,C,0.0005178562450765864,0.0021694546891514216,0.0,-4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.410232234278809,6.75496262114676,1780,H,0.00014874225554438534,0.0021113761426990625,0.0,-4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.410232234278809,6.75496262114676,1780,M,6.0716591050197466e-05,0.0004978642095892836,0.0,4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.410232234278809,6.75496262114676,1780,Z,7.053578781166421e-05,0.0002726079768646184,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.431963437762796,6.760195729605835,1784,C,0.0005196703118915376,0.002164410214827603,0.0,-4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.431963437762796,6.760195729605835,1784,H,0.0001490178873371156,0.0021048825837318846,0.0,-4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.431963437762796,6.760195729605835,1784,M,6.083819112445342e-05,0.0005038848836454897,0.0,4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.431963437762796,6.760195729605835,1784,Z,7.088697372112384e-05,0.0002726297604575761,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.453697709291031,6.765383949595712,1788,C,0.0005214940883555838,0.0021411678469280553,0.0,-4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.453697709291031,6.765383949595712,1788,H,0.00014929497749146395,0.002080495065653793,0.0,-4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.453697709291031,6.765383949595712,1788,M,6.096090812828003e-05,0.0005059448944761791,0.0,4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.453697709291031,6.765383949595712,1788,Z,7.123995804361021e-05,0.00027254966349795945,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.475435060649481,6.770527834784747,1792,C,0.0005233282027096753,0.0021004466449794745,0.0,-4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.475435060649481,6.770527834784747,1792,H,0.00014957429880450268,0.0020389342666374405,0.0,-4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.475435060649481,6.770527834784747,1792,M,6.108455089023461e-05,0.0005041009033798736,0.0,4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.475435060649481,6.770527834784747,1792,Z,7.15947515034063e-05,0.0002723698105522604,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.49717550351786,6.775627942164673,1796,C,0.0005251733026880813,0.002043132312028797,0.0,-4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.49717550351786,6.775627942164673,1796,H,0.00014985662088992711,0.0019810804162264193,0.0,-4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.49717550351786,6.775627942164673,1796,M,6.120895180743543e-05,0.0004984497480204173,0.0,4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.49717550351786,6.775627942164673,1796,Z,7.195136463408798e-05,0.0002720923491944056,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.518919049469844,6.780684832062964,1800,C,0.0005270300283014156,0.0019702593552543,0.0,-4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.518919049469844,6.780684832062964,1800,H,0.00015014267479469278,0.0019079551934036345,0.0,-4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.518919049469844,6.780684832062964,1800,M,6.133397557075399e-05,0.0004891253742103901,0.0,4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.518919049469844,6.780684832062964,1800,Z,7.230980765622719e-05,0.00027171944558018664,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.540665709973881,6.785699068146823,1804,C,0.000528898982325447,0.0019024511016017286,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.540665709973881,6.785699068146823,1804,H,0.00015043311768766048,0.001846332927866198,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.540665709973881,6.785699068146823,1804,M,6.14595255573125e-05,0.0004762954156091917,0.0,4.875,axis,0.125,6,0.0,985.0,17.46424919657298,7.0
n256,8.540665709973881,6.785699068146823,1804,Z,7.267009034590898e-05,0.0002712532802846196,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.562415496394669,6.790671217418314,1808,C,0.0005307807008485007,0.001868756475229236,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.562415496394669,6.790671217418314,1808,H,0.00015072850059709694,0.0018103351706207187,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.562415496394669,6.790671217418314,1808,M,6.15855472099231e-05,0.0004633421674473504,0.0,5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.562415496394669,6.790671217418314,1808,Z,7.303222190668622e-05,0.00027069604450721466,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.584168419995184,6.795601850200251,1812,C,0.0005326756266005301,0.0018205341660122996,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.584168419995184,6.795601850200251,1812,H,0.0001510292422887349,0.0017600322535919286,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.584168419995184,6.795601850200251,1812,M,6.171202798603612e-05,0.00046536151765560086,0.0,5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.584168419995184,6.795601850200251,1812,Z,7.339621085580764e-05,0.00027004993672902694,2.0625,0.0,same_level_seam,0.0625,7,33.0,2015.0,0.0,31.0
n256,8.605924491939177,6.800491540112554,1816,C,0.00053458408774451,0.0017587404216105528,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.605924491939177,6.800491540112554,1816,H,0.00015133561196801302,0.0016963775808404753,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.605924491939177,6.800491540112554,1816,M,6.183899382405327e-05,0.00046393446211368775,0.0,5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.605924491939177,6.800491540112554,1816,Z,7.376206493588619e-05,0.0002693438577126819,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.627683723294002,6.805340864038845,1820,C,0.0005365062842559463,0.0016844446721777596,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.627683723294002,6.805340864038845,1820,H,0.0001516477225404638,0.0016204291389857808,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.627683723294002,6.805340864038845,1820,M,6.196650250023361e-05,0.0004591619980437853,0.0,5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.627683723294002,6.805340864038845,1820,Z,7.41297910559832e-05,0.0002699660970599943,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.649446125033629,6.8101504020831705,1824,C,0.0005384422834200252,0.0015988127965027375,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.649446125033629,6.8101504020831705,1824,H,0.00015196553517069915,0.001533331432633716,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.649446125033629,6.8101504020831705,1824,M,6.209463464968893e-05,0.0004553093561059268,1.625,0.0,same_level_seam,0.0625,7,26.0,2022.0,0.0,38.0
n256,8.649446125033629,6.8101504020831705,1824,Z,7.449939526591155e-05,0.0002704923901915768,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.671211708041708,6.814920737516767,1828,C,0.0005403920248079992,0.0015030911269383696,0.0,-5.0,axis,0.125,6,0.0,984.0,17.88854381999832,8.0
n256,8.671211708041708,6.814920737516767,1828,H,0.00015228887444028083,0.0014473808327254197,0.0,-5.125,axis,0.125,6,0.0,983.0,18.35755975068582,9.0
n256,8.671211708041708,6.814920737516767,1828,M,6.222348351630763e-05,0.000457383244545693,1.625,0.0,same_level_seam,0.0625,7,26.0,2022.0,0.0,38.0
n256,8.671211708041708,6.814920737516767,1828,Z,7.487088276337318e-05,0.00027092450935766046,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.692980483114516,6.819652456714872,1832,C,0.0005423553341533632,0.0014394385473745573,0.0,-5.125,axis,0.125,6,0.0,983.0,18.35755975068582,9.0
n256,8.692980483114516,6.819652456714872,1832,H,0.0001526174523387538,0.0013869269507185977,0.0,-5.125,axis,0.125,6,0.0,983.0,18.35755975068582,9.0
n256,8.692980483114516,6.819652456714872,1832,M,6.235314462591765e-05,0.00045931344935042545,1.625,0.0,same_level_seam,0.0625,7,26.0,2022.0,0.0,38.0
n256,8.692980483114516,6.819652456714872,1832,Z,7.524425793301654e-05,0.0002712642402134196,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.714752460963611,6.824346149083648,1836,C,0.0005443319445196173,0.0013720089423102735,0.0,-5.125,axis,0.125,6,0.0,983.0,18.35755975068582,9.0
n256,8.714752460963611,6.824346149083648,1836,H,0.00015295089833483627,0.0013167347911172446,0.0,-5.125,axis,0.125,6,0.0,983.0,18.35755975068582,9.0
n256,8.714752460963611,6.824346149083648,1836,M,6.248370653850315e-05,0.0004611003545656399,1.625,0.0,same_level_seam,0.0625,7,26.0,2022.0,0.0,38.0
n256,8.714752460963611,6.824346149083648,1836,Z,7.561952441615866e-05,0.0002715133775808787,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.736527652218038,6.829002406977324,1840,C,0.0005463215224507866,0.0012959002764229989,0.0,-5.125,axis,0.125,6,0.0,983.0,18.35755975068582,9.0
n256,8.736527652218038,6.829002406977324,1840,H,0.00015328879227374044,0.0012378887440389133,0.0,-5.125,axis,0.125,6,0.0,983.0,18.35755975068582,9.0
n256,8.736527652218038,6.829002406977324,1840,M,6.261524364608909e-05,0.0004627444667768121,1.625,0.0,same_level_seam,0.0625,7,26.0,2022.0,0.0,38.0
n256,8.736527652218038,6.829002406977324,1840,Z,7.599668520753915e-05,0.00027167372170458856,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.758306067425888,6.833621825605781,1844,C,0.0005483236965273723,0.0012122821377558114,0.0,-5.125,axis,0.125,6,0.0,983.0,18.35755975068582,9.0
n256,8.758306067425888,6.833621825605781,1844,H,0.00015363069688054053,0.0011515179811625188,0.0,-5.125,axis,0.125,6,0.0,983.0,18.35755975068582,9.0
n256,8.758306067425888,6.833621825605781,1844,M,6.274781166946261e-05,0.00046424638897244765,1.625,0.0,same_level_seam,0.0625,7,26.0,2022.0,0.0,38.0
n256,8.758306067425888,6.833621825605781,1844,Z,7.637574277819584e-05,0.00027174707494164417,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.780087717055082,6.838205002932859,1848,C,0.0005503380855797007,0.001138900739633209,1.625,0.0,same_level_seam,0.0625,7,26.0,2022.0,0.0,38.0
n256,8.780087717055082,6.838205002932859,1848,H,0.00015397618689327278,0.001058779997208539,0.0,-5.125,axis,0.125,6,0.0,983.0,18.35755975068582,9.0
n256,8.780087717055082,6.838205002932859,1848,M,6.288144611404732e-05,0.00046560679302621124,1.625,0.0,same_level_seam,0.0625,7,26.0,2022.0,0.0,38.0
n256,8.780087717055082,6.838205002932859,1848,Z,7.675669921792074e-05,0.00027173523891377516,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.801872611493325,6.842752539565797,1852,C,0.0005523643241304965,0.0011404460574242605,1.5625,0.0,same_level_seam,0.0625,7,25.0,2023.0,0.0,39.0
n256,8.801872611493325,6.842752539565797,1852,H,0.00015432487256965288,0.0010785338737740856,0.0,4.5,axis,0.125,6,0.0,988.0,16.492422502470642,4.0
n256,8.801872611493325,6.842752539565797,1852,M,6.301616353959794e-05,0.0004668263941293654,1.625,0.0,same_level_seam,0.0625,7,26.0,2022.0,0.0,38.0
n256,8.801872611493325,6.842752539565797,1852,Z,7.713955639169242e-05,0.00027164001188512274,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.823660761047245,6.847265038636291,1856,C,0.0005544020830643511,0.0011450025433401476,1.5625,0.0,same_level_seam,0.0625,7,25.0,2023.0,0.0,39.0
n256,8.823660761047245,6.847265038636291,1856,H,0.00015467641608193127,0.001118773207788134,0.0,4.5,axis,0.125,6,0.0,988.0,16.492422502470642,4.0
n256,8.823660761047245,6.847265038636291,1856,M,6.315196516027347e-05,0.000467914037697712,1.625,-0.0625,same_level_seam,0.0625,7,26.0,2022.0,1.0,38.0
n256,8.823660761047245,6.847265038636291,1856,Z,7.752431610229036e-05,0.00027146318637181636,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.845452175940848,6.8517431056737355,1860,C,0.000556451084155503,0.0011841814092495761,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.845452175940848,6.8517431056737355,1860,H,0.00015503054017709038,0.0011505586016399283,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.845452175940848,6.8517431056737355,1860,M,6.328884207584499e-05,0.00046892272559612695,1.625,-0.125,same_level_seam,0.0625,7,26.0,2022.0,2.0,38.0
n256,8.845452175940848,6.8517431056737355,1860,Z,7.791098024754396e-05,0.00027120654690195847,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.867246866313517,6.8561873484713205,1864,C,0.0005585111078251588,0.0012475288992029405,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.867246866313517,6.8561873484713205,1864,H,0.0001553870292962977,0.0012140906350302533,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.867246866313517,6.8561873484713205,1864,M,6.3426781346218e-05,0.00046986862621866267,1.625,-0.1875,same_level_seam,0.0625,7,26.0,2022.0,3.0,38.0
n256,8.867246866313517,6.8561873484713205,1864,Z,7.829955096309072e-05,0.00027087186780412896,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.889044842217885,6.860598376945618,1868,C,0.0005605819942712047,0.001300582965239436,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.889044842217885,6.860598376945618,1868,H,0.00015574572411990588,0.0012673672022951166,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.889044842217885,6.860598376945618,1868,M,6.356577212472878e-05,0.0004707334102224358,1.625,-0.25,clean_interior,0.0625,7,26.0,2022.0,4.0,38.0
n256,8.889044842217885,6.860598376945618,1868,Z,7.869003074012526e-05,0.0002704609110373554,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.910846113617891,6.864976802990342,1872,C,0.0005626636388443238,0.0013433722470783636,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.910846113617891,6.864976802990342,1872,H,0.0001561065111632524,0.0013104413701292162,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.910846113617891,6.864976802990342,1872,M,6.370581112191688e-05,0.00047154120550343194,1.625,-0.25,clean_interior,0.0625,7,26.0,2022.0,4.0,38.0
n256,8.910846113617891,6.864976802990342,1872,Z,7.90824225113663e-05,0.0002699754240568708,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.932650690387357,6.869323240324891,1876,C,0.0005647559830986638,0.0013760147549497293,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.932650690387357,6.869323240324891,1876,H,0.000156469309500363,0.0013434467874673534,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.932650690387357,6.869323240324891,1876,M,6.384690676681113e-05,0.0004723312722988553,1.625,-0.3125,clean_interior,0.0625,7,26.0,2022.0,5.0,38.0
n256,8.932650690387357,6.869323240324891,1876,Z,7.947672970008358e-05,0.0002694171376436354,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.954458582309298,6.873638304338202,1880,C,0.0005668590033823522,0.0013987089729652008,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.954458582309298,6.873638304338202,1880,H,0.0001568340569741492,0.0013665914585033016,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.954458582309298,6.873638304338202,1880,M,6.398908157311694e-05,0.0004730494699884816,1.625,-0.375,clean_interior,0.0625,7,26.0,2022.0,6.0,38.0
n256,8.954458582309298,6.873638304338202,1880,Z,7.987295623088545e-05,0.0002687877638142937,2.0,0.0,same_level_seam,0.0625,7,32.0,2016.0,0.0,32.0
n256,8.97626979907616,6.877922611928373,1884,C,0.0005689726989970792,0.0014117256343924105,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.97626979907616,6.877922611928373,1884,H,0.0001572006982100931,0.001380151229442978,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
n256,8.97626979907616,6.877922611928373,1884,M,6.413237240974227e-05,0.00047541802568223614,1.5625,0.0,same_level_seam,0.0625,7,25.0,2023.0,0.0,39.0
n256,8.97626979907616,6.877922611928373,1884,Z,8.027110650447744e-05,0.0002685217313694968,1.9375,0.0,same_level_seam,0.0625,7,31.0,2017.0,0.0,33.0
n256,8.998084350290968,6.882176781338385,1888,C,0.0005710970818384648,0.0014153998754323608,0.0,4.625,axis,0.125,6,0.0,987.0,16.76305461424021,5.0
