cycle,time_hex,rk_stage,tree_checksum,gamma0,gamma1,beta_stage,dt,dt_hex,candidate_min,min_gid,min_i,min_j,min_rho,min_z,nonpositive,nonfinite
29,0x1.8000000000004p-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33173751217402858,7,56,67,3.640625,-0.015625,0,0
29,0x1.8000000000004p-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33173638143858269,7,56,67,3.640625,-0.015625,0,0
29,0x1.8000000000004p-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33173723468896588,7,56,67,3.640625,-0.015625,0,0
29,0x1.8000000000004p-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33173724197900306,7,56,67,3.640625,-0.015625,0,0
30,0x1.899999999999ep-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33173906298959577,7,56,67,3.640625,-0.015625,0,0
30,0x1.899999999999ep-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33173790439138745,7,56,67,3.640625,-0.015625,0,0
30,0x1.899999999999ep-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33173877840489607,7,56,67,3.640625,-0.015625,0,0
30,0x1.899999999999ep-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33173878568130571,7,56,67,3.640625,-0.015625,0,0
31,0x1.9333333333338p-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33174065022751065,7,56,67,3.640625,-0.015625,0,0
31,0x1.9333333333338p-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33173946381868769,7,56,67,3.640625,-0.015625,0,0
31,0x1.9333333333338p-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33174035855638118,7,56,67,3.640625,-0.015625,0,0
